Date,Startup,Industry Vertical,SubVertical,City,Investors Name,InvestmentnType,CR,Year,Month
2016-06-21,CyclopsMedtech,Technology,Medical Technology Provider,Bangalore,cp bothra,Seed Funding,0.0,2016.0,June
2016-06-21,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,the chennai angels,Seed Funding,1.2375,2016.0,June
2016-06-21,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,"rb investments pte ltd, orios venture partners",Private Equity,49.5,2016.0,June
2016-06-22,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"rahul kirloskar, fusion tech ventures, adi saravanan, pravin dongre, mahendra doshi",Seed Funding,1.2375,2016.0,June
2016-06-23,FarEye,Technology,Logistics Management Software,New Delhi,saif partners,Private Equity,28.875,2016.0,June
2016-06-23,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,"purvi ventures, rajul garg, vipin arora",Seed Funding,1.7325,2016.0,June
2016-06-23,Staqu,Technology,Artificial Intelligence based search platform,Gurgaon,indian angel network,Seed Funding,0.0,2016.0,June
2016-06-23,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,rise india,Private Equity,0.0,2016.0,June
2016-06-24,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"jitendra gupta, pankaj tripathi",Seed Funding,0.4125,2016.0,June
2016-06-24,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,nexus venture partners,Seed Funding,0.0,2016.0,June
2016-06-24,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,kalaari capital,Seed Funding,4.125,2016.0,June
2016-06-24,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,gvfl,Private Equity,49.5,2016.0,June
2016-06-24,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,mayfield ventures,Private Equity,24.75,2016.0,June
2016-06-24,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,undisclosed investor,Seed Funding,1.221,2016.0,June
2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,"saif partners, aprameya radhakrishnan, phanindra sama, subba rao telidevara, vibhu garg, paula ravindra mariwala, gaurav bhalotia",Seed Funding,9.9,2016.0,June
2016-06-27,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,undisclosed investor,Seed Funding,0.825,2016.0,June
2016-06-27,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"kanodia family, amit banka",Seed Funding,0.0,2016.0,June
2016-06-27,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,gvfl ltd,Private Equity,24.75,2016.0,June
2016-06-28,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"accel partners, rb investments",Private Equity,66.0,2016.0,June
2016-06-28,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,undisclosed investors,Seed Funding,2.475,2016.0,June
2016-06-28,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"bertelsmann india investments, mayfield india, saama capital, india quotient",Private Equity,264.0,2016.0,June
2016-06-28,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,sanjeev sinha,Seed Funding,2.43375,2016.0,June
2016-06-28,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,soniks consulting,Seed Funding,0.0,2016.0,June
2016-06-28,BlogBeats,Consumer Internet,Online Blogging Platform,Bangalore,undisclosed investor,Seed Funding,0.0,2016.0,June
2016-06-29,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,vcommission,Private Equity,0.825,2016.0,June
2016-06-29,TrendieApp,Technology,Visual Content Marketing,Kolkata,harsh vardhan hada,Seed Funding,0.4125,2016.0,June
2016-06-29,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,piyush jain,Seed Funding,0.0,2016.0,June
2016-06-29,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"uniqorn ventures fund, tv mohandas pai, s somasegar",Private Equity,12.375,2016.0,June
2016-06-30,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,brand capital,Private Equity,206.25,2016.0,June
2016-06-30,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bangalore,aarin capital,Seed Funding,1.815,2016.0,June
2016-06-30,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bangalore,"omidyar network, accel partners & existing investors",Private Equity,0.0,2016.0,June
2016-06-30,Biryani Blues,Food & Beverage,QSR Chain,Gurgaon,carpediem capital & others,Private Equity,3.036,2016.0,June
2016-01-05,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"niloufer dundh, fauzan rahim, balamurugan mani,",Seed Funding,0.0,2016.0,January
2016-01-05,Get My Parking,Technology,Parking Technology Platform,New Delhi,the chennai angels,Seed Funding,3.102,2016.0,January
2016-01-05,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,ankush mehta,Seed Funding,1.19625,2016.0,January
2016-02-05,Airwood,Technology,Agri Data & Analytics Platform,Chennai,startupxseed ventures,Seed Funding,0.0,2016.0,February
2016-03-05,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"gmo payment gateway, mediatek",Private Equity,412.5,2016.0,March
2016-03-05,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,brand capital,Private Equity,0.0,2016.0,March
2016-03-05,Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,undisclosed investors,Seed Funding,2.0625,2016.0,March
2016-03-05,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,undisclosed investors,Seed Funding,0.0,2016.0,March
2016-03-05,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"shruth & smith group, hermes group",Seed Funding,1.485,2016.0,March
2016-03-05,Prepathon,Education,Competitive Exam learning platform,Mumbai,blume ventures,Private Equity,0.0,2016.0,March
2016-04-05,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"rohan angrish, hrishi oberoi, rahul mehta, kapil hetamsaria, pranav dedhia",Seed Funding,1.65,2016.0,April
2016-04-05,Lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,"international finance corp, tpg growth, adveq management, idg ventures, ratan tata, kris gopalakrishnan",Private Equity,495.0,2016.0,April
2016-04-05,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"sistema asia fund, helion venture, ventureeast, india alternatives",Private Equity,99.0,2016.0,April
2016-04-05,SolarTown,Technology,Solar Rooftop system installation company,Chennai,grex.in,Seed Funding,1.65,2016.0,April
2016-04-05,Comarete,Technology,Telecom & Media IT services company,Pune,grex.in,Seed Funding,1.65,2016.0,April
2016-04-05,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,undisclosed investors,Seed Funding,1.2375,2016.0,April
2016-04-05,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,kalaari capital accelerator program,Seed Funding,4.125,2016.0,April
2016-04-05,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,kalaari capital accelerator program,Seed Funding,4.125,2016.0,April
2016-04-05,Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,kalaari capital accelerator program,Seed Funding,4.125,2016.0,April
2016-05-05,Unbxd,Technology,eCommerce product discovery software,New Delhi,"idg ventures, inventus capital, indian angel network",Private Equity,0.0,2016.0,May
2016-05-05,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bangalore,group of undisclosed angel investors & hnis,Seed Funding,3.09375,2016.0,May
2016-06-05,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,momagic technologies,Private Equity,8.25,2016.0,June
2016-06-05,Meesho,eCommerce,Social commerce platform,Bangalore,rajul garg & others,Seed Funding,0.0,2016.0,June
2016-07-05,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,undisclosed investors,Seed Funding,0.61875,2016.0,July
2016-09-05,Locus,Technology,Logistics Intelligence platform,Bangalore,"exfinity venture partners, blume ventures, beenext, rajesh ranavat",Private Equity,22.6875,2016.0,September
2016-09-05,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,"roopak saluja, vishal khare",Seed Funding,3.7125,2016.0,September
2016-09-05,Rentickle,eCommerce,"Furniture, appliances Portal",New Delhi,"manish kheterpal, vinay mittal, dinesh mittal, sandeep gupta",Seed Funding,2.0625,2016.0,September
2016-10-05,HealthifyMe,Consumer Internet,Health & Fitness App,Bangalore,"idg ventures india, inventus capital, blume ventures",Private Equity,49.5,2016.0,October
2016-10-05,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"accel partners, matrix partners, girish mathrubootham",Private Equity,12.375,2016.0,October
2016-10-05,InnoNano Research,Technology,Clean Water Technology,Chennai,nanoholdings,Private Equity,148.5,2016.0,October
2016-10-05,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,undisclosed investors,Seed Funding,12.375,2016.0,October
2016-10-05,Swiggy,Consumer Internet,Food Delivery Platform,Bangalore,"norwest venture partners, dst global, accel partners",Private Equity,57.75,2016.0,October
2016-11-05,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,undisclosed investors,Private Equity,7.425,2016.0,November
2016-11-05,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"jm financial products ltd, arun tadanki, doreswamy nandkishore, kshitij jain",Private Equity,0.0,2016.0,November
2016-11-05,Fractal Analytics,Technology,Data Analytics Company,Mumbai,khazanah nasional berhad,Private Equity,825.0,2016.0,November
2016-12-05,Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,"blume ventures, rajan anandan, sumit jain, aprameya radhakrishna, sujeet kumar, phanindra sama",Seed Funding,4.125,2016.0,December
2016-12-05,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,"creation investments capital management, saif partners, sequoia capital, aspada ventures",Private Equity,206.25,2016.0,December
2016-12-05,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,groupe sos,Private Equity,1.2375,2016.0,December
2016-12-05,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"rakesh gupta, aditya aggarwal, siddharth banerjee, vikas ranjan, anshul jindal, sunil koul, and sanjeev agrawal",Seed Funding,0.0,2016.0,December
2016-12-05,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! ventures,Seed Funding,0.0,2016.0,December
2016-12-05,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,"phanindra sama, raghunandan g,",Seed Funding,0.0,2016.0,December
2016-12-05,Derbii,Logistics,Carpooling Services,Gurgaon,anurag chauhan,Seed Funding,0.0,2016.0,December
2016-05-13,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"matrix partners, nexus ventures",Private Equity,111.375,2016.0,May
2016-05-13,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,undisclosed investors & tamarind family private trust,Private Equity,18.15,2016.0,May
2016-05-16,Smartivity,eCommerce,Smart Learning products,Delhi,"s chand, advantedge partners",Private Equity,8.25,2016.0,May
2016-05-16,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"kinnevik group, rocket internet",Private Equity,0.0,2016.0,May
2016-05-17,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,rata tata,Private Equity,0.0,2016.0,May
2016-05-17,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"undisclosed investors, accel partners, helion venture partners",Private Equity,0.0,2016.0,May
2016-05-17,Blinge,eCommerce,Apparel Rental platform,Mumbai,"anupam mittal, anuj srivastava, ankit nagori",Seed Funding,0.0,2016.0,May
2016-05-18,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bangalore,yournest angel fund,Seed Funding,2.0625,2016.0,May
2016-05-18,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,katabole technology venture,Seed Funding,0.825,2016.0,May
2016-05-18,Fundamentor,Education,Aptitude Development Program,Pune,subramanya sv,Seed Funding,0.0,2016.0,May
2016-05-18,EduPristine,Education,Online Certification Courses,Mumbai,"kaizen management advisors, devry inc",Private Equity,82.5,2016.0,May
2016-05-18,BhiveWorkspace,Reality,Co-Working Spaces,Bangalore,blume ventures,Private Equity,8.25,2016.0,May
2016-05-18,Parentlane,Consumer Internet,Parenting & Child Care app,Bangalore,"sujeet kumar, aprameya, sumit jain, subramanya venkat, venk, ravi machani, hitesh gupta, rohit choudhary",Seed Funding,0.0,2016.0,May
2016-05-19,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,undisclosed investors,Seed Funding,8.25,2016.0,May
2016-05-19,Niki.ai,Technology,Artificial Intelligence Platform,Bangalore,ratan tata,Private Equity,0.0,2016.0,May
2016-05-19,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,undisclosed hnis,Seed Funding,4.125,2016.0,May
2016-05-19,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"chatsworth management, itw digital",Seed Funding,4.125,2016.0,May
2016-05-20,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,undisclosed investors,Seed Funding,2.475,2016.0,May
2016-05-23,EduRev,Consumer Internet,Online Learning Platform,Gurgaon,pradeep reddy kamasan,Seed Funding,0.0,2016.0,May
2016-05-23,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vcommission,Seed Funding,0.73425,2016.0,May
2016-05-24,Eatonomist,Consumer Internet,Food Delivery Platform,Gurgaon,mcube capital advisors pvt ltd,Seed Funding,0.0,2016.0,May
2016-05-24,Goalwise,Consumer Internet,Online investment platform,Bangalore,undisclosed hnis,Seed Funding,8.25,2016.0,May
2016-05-25,Roast,Consumer Internet,Mobile entertainment App,New Delhi,indian angel network,Seed Funding,0.0,2016.0,May
2016-05-25,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bangalore,gray matters capital,Private Equity,12.375,2016.0,May
2016-05-25,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,sudhir mehta,Seed Funding,0.825,2016.0,May
2016-05-25,SheThePeople,Consumer Internet,Digital platform for Women,New Delhi,anand mahindra,Seed Funding,0.0,2016.0,May
2016-05-26,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bangalore,"ff angel, sequoia capital",Private Equity,16.5,2016.0,May
2016-05-26,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"accel partners, indian angel network, india innovation fund india venture partners",Private Equity,0.0,2016.0,May
2016-05-26,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,momagic technologies,Seed Funding,3.91875,2016.0,May
2016-05-27,Pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,"kunal shah, sandeep tandon",Seed Funding,0.0,2016.0,May
2016-05-30,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"anirudh damani, vikram lakhotia",Seed Funding,1.65,2016.0,May
2016-05-31,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,ashish gupta and other undisclosed investors,Seed Funding,0.0,2016.0,May
2016-05-31,Koovs,eCommerce,Apparel & Lifestyle eTailer,New Delhi,ht media ltd,Private Equity,36.3,2016.0,May
2016-05-31,CCavenue,Consumer Internet,Payment Gateway,Mumbai,nsi infinium global pvt. ltd,Private Equity,73.425,2016.0,May
2016-05-31,1mg,eCommerce,Online Pharmacy,Gurgaon,hbm healthcare investments,Private Equity,0.0,2016.0,May
2016-05-31,Tpot,Food & Beverage,QSR Chain,Gurgaon,ashish gupta,Seed Funding,0.0,2016.0,May
2016-05-31,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,undisclosed investors,Seed Funding,1.44375,2016.0,May
2016-01-04,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"nelstone ventures, transmedia capital, maiden lane ventures, csc upshot & angel investors",Private Equity,22.275,2016.0,January
2016-01-04,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,raman roy,Seed Funding,0.0,2016.0,January
2016-01-04,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"indian angel network, alok sharma, kris gopalakrishnan, saurabh srivastava, and ajai chowdhry",Seed Funding,0.0,2016.0,January
2016-04-04,Housing,Consumer Internet,Real Estate Portal,Mumbai,vineet singh,Private Equity,0.0,2016.0,April
2016-04-04,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,equentia natural resource & other undisclosed investors,Seed Funding,0.0,2016.0,April
2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,xiaomi inc,Private Equity,206.25,2016.0,April
2016-04-04,Highway Delite,Consumer Internet,Various Highway Help Services,Bangalore,n.s. raghavan centre for entrepreneurial learning,Seed Funding,0.0,2016.0,April
2016-05-04,Cult Fitness,Healthcare,Healthcare training programs,Bangalore,mukesh bansal,Seed Funding,0.0,2016.0,May
2016-05-04,Haptik,Technology,Personal Assistant App,Mumbai,times internet ltd,Private Equity,0.0,2016.0,May
2016-05-04,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"blume ventures, barkawi holdings gmbh, tm service technology holdings gmbh",Private Equity,0.0,2016.0,May
2016-06-04,Shipsy,Logistics,Logistics Solutions,Gurgaon,dtdc express ltd,Private Equity,8.25,2016.0,June
2016-06-04,gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,ninestarter,Seed Funding,4.125,2016.0,June
2016-06-04,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,l\\xe2\\x80\\x99occitane,Private Equity,49.5,2016.0,June
2016-06-04,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,axilor ventures,Private Equity,8.25,2016.0,June
2016-07-04,Truly Social,Consumer Internet,Mobile Gaming Studio,London,nazara technologies pvt ltd,Private Equity,0.0,2016.0,July
2016-08-04,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"idg, indian angel network",Seed Funding,0.0,2016.0,August
2016-08-04,Vahan,Education,Mobile Education Platform,Chennai,villgro,Seed Funding,0.0,2016.0,August
2016-08-04,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"mahendra patel, nilender chauhan",Seed Funding,0.33,2016.0,August
2016-11-04,Living Local,Consumer Internet,Social discovery platform,Mumbai,rattan chadha,Seed Funding,1.65,2016.0,November
2016-11-04,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,New Delhi,wingify,Seed Funding,0.0,2016.0,November
2016-11-04,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"softbank, sequoia capital, lightspeed venture partners, greenoaks capital, dsg consumer partners and venture nursery",Private Equity,825.0,2016.0,November
2016-11-04,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,prashant puri,Seed Funding,2.475,2016.0,November
2016-12-04,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"kris gopalakrishnan, dr. ranjan pai",Seed Funding,8.25,2016.0,December
2016-12-04,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,shaan,Seed Funding,0.0,2016.0,December
2016-12-04,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"anirudh damani, daud ali, narendra karnavat, vikas kapoor, vikram lakhotia, krishna jhunjhunwaala, jayesh shah",Seed Funding,0.0,2016.0,December
2016-12-04,Indi.com,Consumer Internet,Video Social Network,,anil kapoor,Seed Funding,0.0,2016.0,December
2016-04-13,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"pravin khandelwal, yatin kumar jain",Seed Funding,8.25,2016.0,April
2016-04-13,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,dr. aniruddha malpani,Seed Funding,1.2375,2016.0,April
2016-04-13,Hippily,eCommerce,Fashion ECommerce App,Mumbai,"dr. sridhar ramaswamy, rakesh mathur",Seed Funding,2.0625,2016.0,April
2016-04-13,kredX,eCommerce,Invoice discounting\\xc2\\xa0 Marketplace,Bangalore,"prime venture partners,",Seed Funding,6.1875,2016.0,April
2016-04-14,Wedwise,Consumer Internet,Wedding related services community,New Delhi,startup equity partners,Seed Funding,0.0,2016.0,April
2016-04-14,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"rajeev agrawal, prashant gooty",Seed Funding,0.825,2016.0,April
2016-04-15,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"ram shriram, neeraj arora, puru vashishtha",Seed Funding,0.0,2016.0,April
2016-04-15,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,mount nathan advisors,Seed Funding,8.25,2016.0,April
2016-04-15,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"mahavir pratap sharma, ajay data, yogesh chaudhary, sanjay phophaliya, siddharth agarwal, kamal kothari",Seed Funding,0.0,2016.0,April
2016-04-15,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,naturals salon chain,Private Equity,123.75,2016.0,April
2016-04-15,Organicshop,eCommerce,Marketplace for organic products,Jaipur,"vivek nathani, yogesh chaudhary, mahavir pratap sharma, kamal kothari, h c jain",Seed Funding,0.0,2016.0,April
2016-04-15,MInd Your Fleet,Consumer Internet,Car Rental Software,Noida,undisclosed investors,Seed Funding,0.0,2016.0,April
2016-04-15,NestAway,Consumer Internet,Furnished Home Rental Platform,Bangalore,tiger global,Private Equity,247.5,2016.0,April
2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,vijay shekhar sharma,Seed Funding,1.2375,2016.0,April
2016-04-18,Rapido,Consumer Internet,Bike Aggregator App,Bangalore,"pawan munjal, advantedge partners, astarc ventures",Private Equity,0.0,2016.0,April
2016-04-18,Yufta,eCommerce,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Bangalore,ajay data & other hnis,Seed Funding,0.0,2016.0,April
2016-04-18,Smytten,eCommerce,Online Discovery and Shopping Platform,Gurgaon,rajan anandan,Seed Funding,0.0,2016.0,April
2016-04-18,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,"mitin patel, gaurav agarwal",Seed Funding,0.0,2016.0,April
2016-04-18,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,paytm & existing investors,Private Equity,82.5,2016.0,April
2016-04-18,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Pune,"bhavish aggarwal, ankit bhati",Seed Funding,0.0,2016.0,April
2016-04-19,Betaout,eCommerce,customer intelligence and marketing automation platform,Noida,"stanford angels, letsventure, chennai angels, hyderabad angels, mumbai angels",Private Equity,12.375,2016.0,April
2016-04-19,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,ah! ventures,Seed Funding,3.7125,2016.0,April
2016-04-19,LensKart,eCommerce,Eyewear etailing platform,New Delhi,ratan tata,Private Equity,0.0,2016.0,April
2016-04-19,CollegeDekho,Consumer Internet,College & Student information platform,New Delhi,man capital,Private Equity,16.5,2016.0,April
2016-04-19,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bangalore,rn agarwal,Seed Funding,0.0,2016.0,April
2016-04-19,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bangalore,india educational investment fund,Private Equity,0.0,2016.0,April
2016-04-19,Simplilearn,Consumer Internet,Online certification platform,Bangalore,brand capital,Private Equity,0.0,2016.0,April
2016-04-20,1mg,eCommerce,Online Pharmacy,Gurgaon,"maverick capital ventures, sequoia capital, omidyar network",Private Equity,123.75,2016.0,April
2016-04-20,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,New Delhi,"yournest angel fund, rajul garg",Seed Funding,0.0,2016.0,April
2016-04-20,Broomberg,Consumer Internet,Cleaning Services Provider,New Delhi,undisclosed angel investors & hnis,Seed Funding,0.0,2016.0,April
2016-04-21,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,"blume ventures, adil allana, aprameya radhakrishna, gautam ivatury, signal point partners",Seed Funding,0.0,2016.0,April
2016-04-21,Yufta,eCommerce,hyperlocal fashion retail platform,Jaipur,ajay data & undisclosed hnis,Seed Funding,0.0,2016.0,April
2016-04-21,mishTag,Consumer Internet,"Style, Fashion Discovery Mobile app",New Delhi,"m&y partners, svg media, anthil ventures & others",Seed Funding,0.0,2016.0,April
2016-04-21,Advanced Structures India,Auto,Automotive Design and Engineering company,Bangalore,girnarsoft,Private Equity,0.0,2016.0,April
2016-04-22,Licious,eCommerce,Mobile based Meat ordering App,Bangalore,mayfield india ii management ltd,Private Equity,24.75,2016.0,April
2016-04-22,Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bangalore,"inventus capital partners, hr fund",Private Equity,0.0,2016.0,April
2016-04-22,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,"ntt finance, telephone corporation",Private Equity,0.0,2016.0,April
2016-04-22,TOKO Innovation Studios,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,New Delhi,indian angel network,Seed Funding,3.7125,2016.0,April
2016-04-25,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50k ventures,Seed Funding,1.65,2016.0,April
2016-04-25,intouchapp,Consumer Internet,Contact Management Mobile App,Pune,blume ventures,Seed Funding,0.0,2016.0,April
2016-04-25,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bangalore,"growthstory, apurva salapuria, hitesh oberoi, sidharth pansari, nirupa shankar",Seed Funding,4.5375,2016.0,April
2016-04-26,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"idfc spice fund, micromax informatics",Private Equity,123.75,2016.0,April
2016-04-26,ClearTax,Consumer Internet,Online filing of Tax returns,Bangalore,"max levchin, scott banister",Private Equity,10.725,2016.0,April
2016-04-26,Roposo,eCommerce,Social Fashion ECommerce Discovery platform,Gurgaon,bertelsmann india investments,Private Equity,123.75,2016.0,April
2016-04-27,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurgaon,evc ventures,Seed Funding,4.125,2016.0,April
2016-04-27,CareonGO,Consumer Internet,Online Pharmacy,,"farooq oomerbhoy, anupam mittal, anand mittal, ravi garikipati, vibhu garg, singapore angel network, konglo ventures",Seed Funding,0.0,2016.0,April
2016-04-27,RailYatri,Consumer Internet,Train Related Information portal,Noida,"nandan nilekani, helion ventures, omidyar networks, blume ventures",Private Equity,0.0,2016.0,April
2016-04-27,ICHR,Consumer Internet,Mobile based Children health Information app,New Delhi,undisclosed,Seed Funding,3.7125,2016.0,April
2016-04-27,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,axilor ventures,Private Equity,0.0,2016.0,April
2016-04-28,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,blume ventures & other unnamed investors,Seed Funding,4.95,2016.0,April
2016-04-28,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bangalore,"rebright partners, anand rajaraman, venky harinarayan",Private Equity,9.9,2016.0,April
2016-04-29,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"rb investments, fundnel",Seed Funding,4.125,2016.0,April
2016-04-29,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,vcommission,Private Equity,0.825,2016.0,April
2016-01-03,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bangalore,unitus seed fund,Seed Funding,0.0,2016.0,January
2016-01-03,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bangalore,roundglass partners,Private Equity,0.0,2016.0,January
2016-01-03,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,s chand & co,Private Equity,0.0,2016.0,January
2016-01-03,IQlect,Technology,Big Data Analytics Platform,Bangalore,"lip-bu tan, michael marks, nicolas braithwaite",Private Equity,0.0,2016.0,January
2016-02-03,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,yournest angel fund,Private Equity,4.95,2016.0,February
